delta_rank,feature,feature_clean,pd_rank,healthy_rank,rwbc_pd,rwbc_healthy,delta_rwbc,abs_delta_rwbc,delta_direction,degree_pd,degree_healthy
489,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus,323,416,1.1924726719247267,1.1636638701691653,0.028808801755561442,0.028808801755561442,higher_in_PD,823,823
490,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia,166,349,1.2133665421336657,1.184568835098336,0.02879770703532958,0.02879770703532958,higher_in_PD,825,819
491,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_caseolyticus,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_caseolyticus,61,267,1.2267884322678844,1.1981845688350985,0.02860386343278587,0.02860386343278587,higher_in_PD,825,827
492,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens,k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Pyramidobacter|s__Pyramidobacter_piscolens,500,517,1.1295143212951433,1.1010865080456609,0.028427813249482403,0.028427813249482403,higher_in_PD,809,802
493,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis,378,168,1.1819565518195656,1.2102874432677762,-0.02833089144821055,0.02833089144821055,higher_in_healthy,818,824
494,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales,212,379,1.2076933720769336,1.179480126530051,0.028213245546882648,0.028213245546882648,higher_in_PD,825,819
495,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae,700,707,0.8682717586827176,0.8401870444230505,0.028084714259667076,0.028084714259667076,higher_in_PD,736,729
496,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_parvum,267,26,1.200221392002214,1.2283042222527851,-0.028082830250571122,0.028082830250571122,higher_in_healthy,821,829
497,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinotignum|s__Actinotignum_timonense,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinotignum|s__Actinotignum_timonense,83,291,1.223329182233292,1.1952963828909366,0.028032799342355252,0.028032799342355252,higher_in_PD,825,822
498,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_632,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_632,111,320,1.2194548221945485,1.191445468298721,0.028009353895827482,0.028009353895827482,higher_in_PD,826,830
499,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_callanderi,758,735,0.7171717171717171,0.7451519735937285,-0.027980256422011407,0.027980256422011407,higher_in_healthy,673,693
500,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_HMSC058E07,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_sp_HMSC058E07,192,365,1.209353812093538,1.1814055838261588,0.027948228267379305,0.027948228267379305,higher_in_PD,825,819
501,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales,38,230,1.2313546423135464,1.2035483427313989,0.02780629958214753,0.02780629958214753,higher_in_PD,825,827
502,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,847,880,0.030441400304414,0.002750653280154,0.027690747024260002,0.027690747024260002,higher_in_PD,4,1
503,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium,84,286,1.2231908122319082,1.195571448218952,0.027619364012956282,0.027619364012956282,higher_in_PD,826,829
504,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei,18,181,1.236197592361976,1.2086370512996836,0.027560541062292332,0.027560541062292332,higher_in_PD,825,829
505,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus,k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus,443,361,1.154559291545593,1.1820932471461971,-0.027533955600604232,0.027533955600604232,higher_in_healthy,811,822
506,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella,900,848,0.0,0.0275065328015403,-0.0275065328015403,0.0275065328015403,higher_in_healthy,6,6
507,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria,78,279,1.224159402241594,1.1966717095310135,0.02748769271058049,0.02748769271058049,higher_in_PD,825,827
508,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_ureilytica,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_ureilytica,91,298,1.2223605922236058,1.1948837848989136,0.027476807324692265,0.027476807324692265,higher_in_PD,826,829
509,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,285,401,1.1984225819842258,1.1709531013615733,0.02746948062265253,0.02746948062265253,higher_in_PD,821,811
510,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola,54,247,1.228725612287256,1.2013478201072756,0.027377792179980487,0.027377792179980487,higher_in_PD,825,827
511,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_sp,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter_sp,653,617,0.9631935796319356,0.9905102461834686,-0.027316666551532975,0.027316666551532975,higher_in_healthy,769,781
512,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae,562,563,1.084820810848208,1.057626186219227,0.027194624628980923,0.027194624628980923,higher_in_PD,809,802
513,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_coagulans,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_coagulans,253,22,1.2021585720215855,1.229266950900839,-0.027108378879253436,0.027108378879253436,higher_in_healthy,822,829
514,k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis,k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis,643,636,0.987961809879618,0.9609407234218128,0.02702108645780521,0.02702108645780521,higher_in_PD,777,760
515,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium,25,195,1.2350906323509063,1.2082244533076605,0.02686617904324584,0.02686617904324584,higher_in_PD,825,824
516,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella,63,257,1.2266500622665006,1.1998349608031909,0.026815101463309787,0.026815101463309787,higher_in_PD,824,829
517,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_sp_An120,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_sp_An120,292,400,1.1978691019786911,1.1710906340255811,0.026778467953110008,0.026778467953110008,higher_in_PD,821,819
518,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium,576,572,1.0758267607582677,1.0492366937147573,0.026590067043510413,0.026590067043510413,higher_in_PD,794,800
519,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_multisaccharivorax,64,256,1.226511692265117,1.1999724934671985,0.02653919879791844,0.02653919879791844,higher_in_PD,825,823
520,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_simulans,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_simulans,114,312,1.2191780821917808,1.1926832622747905,0.02649481991699032,0.02649481991699032,higher_in_PD,825,819
521,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae,609,602,1.0362529403625294,1.0099023518085546,0.026350588553974763,0.026350588553974763,higher_in_PD,792,779
522,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_media,137,324,1.2166874221668742,1.1903452069866594,0.026342215180214845,0.026342215180214845,higher_in_PD,825,819
523,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_amnii,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_amnii,335,415,1.1906738619067383,1.1643515334892036,0.02632232841753468,0.02632232841753468,higher_in_PD,825,819
524,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptococcaceae|g__Peptococcus,511,521,1.124948111249481,1.09874845275753,0.02619965849195105,0.02619965849195105,higher_in_PD,804,804
525,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181,634,582,1.0022139200221392,1.0283317287855869,-0.026117808763447714,0.026117808763447714,higher_in_healthy,782,796
526,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_443,173,341,1.2118444721184447,1.1858066290744051,0.026037843044039555,0.026037843044039555,higher_in_PD,825,820
527,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,848,903,0.0260135602601356,0.0,0.0260135602601356,0.0260135602601356,higher_in_PD,6,6
528,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma,849,921,0.0258751902587519,0.0,0.0258751902587519,0.0258751902587519,higher_in_PD,2,4
529,k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales,k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales,650,651,0.9647156496471564,0.9389354971805804,0.025780152466575945,0.025780152466575945,higher_in_PD,777,760
530,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella,850,919,0.0255984502559845,0.0,0.0255984502559845,0.0255984502559845,higher_in_PD,5,4
531,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,317,72,1.194271481942715,1.2196396644202998,-0.025368182477584877,0.025368182477584877,higher_in_healthy,816,830
532,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis,901,849,0.0,0.0253060101774171,-0.0253060101774171,0.0253060101774171,higher_in_healthy,6,6
533,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus,227,370,1.2054794520547945,1.1803053225140971,0.02517412954069731,0.02517412954069731,higher_in_PD,825,821
534,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium,661,664,0.9493565794935658,0.9242195021317564,0.025137077361809368,0.025137077361809368,higher_in_PD,764,762
535,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_canintestini,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_canintestini,224,368,1.2058945620589456,1.180855453170128,0.02503910888881755,0.02503910888881755,higher_in_PD,819,824
536,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_hominis,366,172,1.1845855818458555,1.20946224728373,-0.02487666543787448,0.02487666543787448,higher_in_healthy,821,824
537,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,659,661,0.9558599695585996,0.9310961353321414,0.024763834226458226,0.024763834226458226,higher_in_PD,775,746
538,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas,600,588,1.0456621004566211,1.0209049649291706,0.024757135527450513,0.024757135527450513,higher_in_PD,792,779
539,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_coli,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_coli,348,131,1.1887366818873668,1.2134506945399532,-0.024714012652586437,0.024714012652586437,higher_in_healthy,819,829
540,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Kerstersia|s__Kerstersia_gyiorum,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Kerstersia|s__Kerstersia_gyiorum,332,107,1.1913657119136571,1.2160638151560996,-0.024698103242442482,0.024698103242442482,higher_in_healthy,823,829
541,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_frankenforstense,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_frankenforstense,369,183,1.183893731838937,1.208499518635676,-0.02460578679673886,0.02460578679673886,higher_in_healthy,822,829
542,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida_group,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida_group,104,285,1.2202850422028504,1.1957089808829595,0.024576061319890874,0.024576061319890874,higher_in_PD,825,819
543,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners,287,51,1.198284211982842,1.222802915692477,-0.024518703709634826,0.024518703709634826,higher_in_healthy,824,829
544,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_170,456,397,1.1477791614777917,1.1721908953376428,-0.02441173385985107,0.02441173385985107,higher_in_healthy,812,818
545,k__Bacteria|p__Firmicutes,k__Bacteria|p__Firmicutes,33,194,1.232461602324616,1.2082244533076605,0.024237149016955506,0.024237149016955506,higher_in_PD,825,829
546,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,463,405,1.1454268714542688,1.1695777747214964,-0.024150903267227575,0.024150903267227575,higher_in_healthy,804,819
547,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_viridans,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_viridans,189,342,1.2097689220976893,1.1856690964103975,0.024099825687291743,0.024099825687291743,higher_in_PD,820,828
548,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_cowanii,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_cowanii,59,232,1.2276186522761865,1.2035483427313989,0.024070309544787616,0.024070309544787616,higher_in_PD,825,817
549,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium,679,684,0.9074304690743048,0.8833723009214689,0.0240581681528359,0.0240581681528359,higher_in_PD,758,749
550,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,851,960,0.0239380102393801,0.0,0.0239380102393801,0.0239380102393801,higher_in_PD,2,1
551,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_minutissimum,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_minutissimum,219,357,1.2064480420644803,1.182643377802228,0.02380466426225225,0.02380466426225225,higher_in_PD,825,819
552,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales,178,10,1.21129099211291,1.2350433227891624,-0.023752330676252376,0.023752330676252376,higher_in_healthy,819,829
553,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella,448,388,1.1520686315206865,1.175766744601843,-0.023698113081156436,0.023698113081156436,higher_in_healthy,816,820
554,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_amalonaticus,197,344,1.2092154420921544,1.1855315637463897,0.023683878345764686,0.023683878345764686,higher_in_PD,823,824
555,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fuchuensis,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fuchuensis,5,67,1.2439463124394632,1.220464860404346,0.0234814520351172,0.0234814520351172,higher_in_PD,825,829
556,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_marcescens,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_marcescens,142,315,1.2157188321571883,1.1922706642827672,0.023448167874421166,0.023448167874421166,higher_in_PD,826,819
557,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,897,851,0.0,0.0232430202173016,-0.0232430202173016,0.0232430202173016,higher_in_healthy,6,6
558,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,898,852,0.0,0.0231054875532939,-0.0231054875532939,0.0231054875532939,higher_in_healthy,6,6
559,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri,103,273,1.2205617822056178,1.1974969055150595,0.023064876690558345,0.023064876690558345,higher_in_PD,826,819
560,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_kashiwanohense,158,322,1.214058392140584,1.191032870306698,0.023025521833886176,0.023025521833886176,higher_in_PD,822,825
561,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae,191,340,1.2094921820949218,1.1864942923944437,0.022997889700478114,0.022997889700478114,higher_in_PD,826,819
562,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella|s__Mitsuokella_multacida,345,148,1.1892901618929017,1.212212900563884,-0.022922738670982268,0.022922738670982268,higher_in_healthy,820,829
563,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium,391,263,1.1758682717586828,1.1987346994911292,-0.022866427732446404,0.022866427732446404,higher_in_healthy,817,829
